user_id,GPA,attendance,num_extracurricular_activities
229,3.8971469211503544,80,4
230,3.2804905357929686,90,2
231,2.2551078574681407,94,0
232,3.608615527711236,97,0
233,3.44223167821755,76,1
234,3.7769935080487635,75,1
235,3.2224445775072725,83,2
236,2.619876861064276,91,4
237,3.6951517862685472,91,3
238,3.1545836953337067,87,3
239,3.405434623051344,79,1
240,2.9395212243531916,90,3
241,3.6089575428923215,88,0
242,3.2512211717923485,94,0
243,3.7811061567438156,90,4
244,2.7000763168956965,93,4
245,3.694454037569394,95,0
246,3.5771493485818384,92,4
247,2.7397205070422643,79,3
248,3.7514128282637786,87,2
249,3.1857968011842774,94,0
250,2.74383386143556,79,1
251,2.551274901114672,87,4
252,2.1753521135137928,82,0
253,2.184969038138174,79,2
254,3.5685107010758115,90,1
255,2.770981218216307,83,3
256,3.046550530032108,87,3
257,3.669598239250463,98,3
258,3.3094543297928602,89,3
259,3.8845798026274085,83,1
260,3.046508371633743,97,2
261,2.222264246395217,99,4
262,2.694382018797156,87,2
263,2.2754160608166227,95,1
264,3.495086843419238,93,1
265,2.932664955416213,78,3
266,2.114742590471928,76,3
267,2.033092190919432,76,4
268,2.1109699986593693,92,2
269,3.344419262830307,92,4
270,2.4021026543076864,75,4
271,3.5553651434622973,94,0
272,3.0261015358362062,95,0
273,3.161265762764734,97,0
274,2.339269387054448,80,2
275,3.7553654926210926,92,3
276,2.942923318523171,81,2
277,2.8245178008231804,95,0
278,3.5907156354451524,89,1
279,2.0650313653002987,75,3
280,3.0362182874471024,91,2
281,3.440435346040309,79,0
282,3.5907624929736466,76,0
283,2.311111157364432,82,1
284,2.780956596261767,88,3
285,2.6417098770633674,77,0
286,3.984219701452394,93,1
287,3.4702572398361475,84,1
288,2.8510148562009254,98,3
289,2.4299523031060835,85,0
290,2.3478143267257003,91,0
291,3.9896781749352397,75,3
292,3.1666199529155135,85,3
293,3.448769503141923,97,4
294,2.314526823613326,89,1
295,3.497330413249359,91,3
296,2.478720828166627,97,3
297,3.523684354169376,84,3
298,3.8284297370607256,86,1
299,2.775558956267055,78,3
300,3.8067694588324037,82,1
301,2.92846592607971,75,1
302,3.617657829503126,99,2
303,2.908795150695415,99,4
304,2.2875814476559047,96,4
305,3.3372908870924487,87,4
306,2.6515545131501943,76,3
307,2.151403505116143,96,4
308,3.30327844406738,85,2
309,3.1579970847162535,90,1
310,3.8602226008622416,84,3
311,2.1748839753106073,82,3
312,2.8606397882814534,99,2
313,2.4634910315250904,79,1
314,2.9688477515280094,87,4
315,3.685401564437612,83,1
316,3.8834302220876946,95,1
317,2.760781447351488,92,0
318,3.238115557961324,93,4
319,2.471540887880826,77,3
320,3.5239663559440615,78,2
321,3.813155917765161,89,1
322,2.9525118462974005,80,0
323,3.7444473561655807,83,3
324,3.9676251543787235,96,2
325,3.216173345326256,97,4
326,3.121333703341322,94,3
327,2.762878319756944,96,4
328,3.5728524924090914,88,4
329,3.629667453534533,75,0
330,2.0201938530629056,78,1
331,2.504682398790424,98,4
332,2.064086487976803,83,0
333,3.55297404855357,93,0
334,2.3546558131371724,93,2
335,2.216681756557306,82,0
336,3.594025062089198,76,3
337,3.1488624528136464,86,4
338,2.306907173651896,75,0
339,3.6891956118608373,83,4
340,2.8138744906362625,80,4
341,2.7458455595544344,93,1
342,3.303601984877525,98,3
343,2.073873904576718,75,0
344,2.6719484817842676,78,4
345,2.1570460673641283,83,3
346,3.4709839919067518,77,1
347,2.548840608744619,91,2
348,3.6729532953332447,97,1
349,2.837371189183754,85,0
350,3.7705005561119327,97,0
351,2.4421265874711855,97,4
352,3.3050840654198117,82,3
353,3.8897337177018505,88,1
354,2.78824394610639,80,3
355,2.315967970905891,87,4
356,3.1074960272020817,87,2
357,2.8640889244388417,86,0
358,3.0120958529716892,81,3
359,2.951724698730678,85,0
360,2.5317803623339135,86,4
361,3.0292551370860505,88,2
362,2.295379388523789,86,1
363,3.1658991546307913,81,3
364,2.8742896734354395,83,0
365,3.945214316600775,97,2
366,2.1899460286048584,94,0
367,3.503693248893187,90,0
368,2.69858904291946,77,4
369,3.394588670368334,76,2
370,3.915321260102777,78,4
371,3.7954664763607884,96,4
372,2.2266566072529264,76,3
373,3.752794712197557,88,1
374,2.7819371596942863,85,1
375,2.1412580102953545,89,4
376,2.4154553340729175,95,4
377,2.057113450025624,77,0
378,2.2788173158813576,86,0
379,2.934816496850226,99,2
380,3.8904727916702404,87,3
381,3.61938067872365,97,4
382,3.0628183851637707,76,0
383,2.647456678783004,92,1
384,2.0568346701519724,99,4
385,2.114459871813911,84,3
386,3.4630597818134428,91,3
387,3.089071129425818,82,4
388,2.243358790329253,96,0
389,3.7243705633233697,78,1
390,3.0356396482604953,90,0
391,3.6741771743431055,96,4
392,3.5569291248922705,97,0
393,2.6667295153520465,96,2
394,3.4055221241398685,87,2
395,3.984673302466998,80,0
396,3.4960597030400304,92,2
397,2.528565402196012,83,0
398,3.1837268425902634,95,2
399,2.8659058298234363,86,3
400,2.6000154848866384,87,1
401,2.5684122495388855,98,2
402,2.920951610966223,87,1
403,2.6207018065603114,83,3
404,2.2953838192615104,79,1
405,3.5138886394575453,83,0
406,2.5860631321407004,97,3
407,2.746148850155706,97,3
408,3.8061265965439968,94,4
409,3.3244187801884864,90,0
410,3.8575618714239677,89,0
411,3.202638940167388,93,2
412,2.71109871300996,97,1
413,2.4453002552602534,77,1
414,3.650370536651364,86,2
415,2.8979955431985958,82,1
416,3.301810333748157,82,2
417,3.4838605269755396,84,3
418,2.4926518624951717,91,3
419,3.952337640430863,85,2
420,2.4711139484028077,83,4
421,3.5152020716133805,75,0
422,2.303098341053982,78,3
423,3.9489974405516937,91,0
424,2.502971089509317,87,4
425,3.030805261895921,83,3
426,2.737770698744943,93,0
427,3.8079040084316373,99,2
428,3.043982029027992,93,2
429,3.3439350058375608,80,3
430,2.4391638234245177,85,1
431,3.8918436558710283,84,4
432,2.710146238099883,80,4
433,2.199862803286729,83,3
434,2.4363064120230273,82,1
435,2.388269290700657,82,4
436,2.2163647515849076,95,1
437,2.982272299870118,75,1
438,2.623018262099257,95,3
439,2.9888727384656866,82,0
440,2.15846933793234,78,4
441,3.1779532220013342,93,1
442,3.2633780303536226,87,2
443,2.5095127372656116,92,4
444,3.138155247563178,88,3
445,2.608866843883478,84,4
446,2.3133223464091817,88,3
447,3.3610278570097956,94,4
448,3.67052194509861,90,2
449,2.3071613055712854,78,0
450,3.7761243721993916,76,3
451,3.1970120985524426,90,4
452,3.546319612448782,89,3
453,3.386377632283503,92,2
454,3.766871117365443,99,1
455,2.119459976705203,77,4
456,3.9737633853934886,82,1
457,3.760137695917283,98,3
458,2.0866405036390216,99,0
459,2.50492663476867,81,0
460,3.0705996059219203,91,0
461,3.712575357748649,99,3
462,2.6246402984154766,90,4
463,2.09960306298694,94,2
464,3.559744118895595,80,0
465,2.8679632051260535,82,4
466,3.5220363953206917,96,2
467,2.6510794402734343,80,2
468,3.6375099792621786,80,1
469,2.722021656706617,86,2
470,2.952839634750456,82,4
471,3.874615513646798,93,2
472,2.2961292141765233,91,3
473,3.164384765799107,91,1
474,3.62768357391154,96,2
475,3.382647193429694,95,2
476,2.85308617032264,97,0
477,3.6050215030648927,78,1
478,2.9584576247176204,87,2
479,3.2877446479611567,80,0
480,2.671565569483326,96,1
481,2.11493173463219,90,3
482,2.4091329980636518,92,2
483,2.9349826004680364,91,0
484,3.7877940993351285,91,4
485,2.263560901158281,82,3
486,2.633141056929595,80,2
487,2.660286841791997,88,1
488,3.556645681428794,82,1
489,3.087454903613615,93,0
490,2.831901809986271,82,1
491,2.125344656154043,95,2
492,3.9409435561609345,85,0
493,3.6143200977386227,86,4
494,2.1126016702885364,98,0
495,2.09283367560146,91,2
496,2.5052948236620796,91,2
497,2.101697111887022,90,1
498,3.482097022373395,91,3
499,2.410170678201061,96,0
500,3.7625747631578728,88,0
501,3.2208075663964317,89,3
502,2.9712332308146943,99,3
503,2.22423825079286,81,1
504,2.261054413049341,96,2
505,2.2423762079657545,95,4
506,2.4235566240152537,85,4
507,2.2083311469903197,87,4
508,2.6419035273353355,78,2
509,3.6242797864528224,94,3
510,2.2930207751845475,79,2
511,2.5986813286924404,80,3
512,2.899453246279356,93,4
513,3.227678684840232,75,0
514,2.4746695439070416,91,0
515,3.227930328564937,96,0
516,2.367682533633871,97,0
517,3.2548072776689985,80,0
518,3.5771003783354876,93,2
519,2.046281775321444,82,1
520,3.8721898032078053,88,3
521,3.4254975522088893,85,4
522,3.8997935600422045,91,0
523,2.529340033438067,90,4
524,3.87666229766226,93,0
525,2.9071332072936005,89,3
526,2.3031781864111487,86,1
527,3.4745630799503955,90,0
528,3.3893853440172217,86,3
529,3.8436646250084543,99,1
530,2.6079620977024156,95,3
531,3.258469268550246,89,3
532,3.9201454836680956,99,4
533,3.7447325323590146,75,0
534,3.6446943876110005,91,2
535,3.757334056923008,95,2
536,3.688562372641098,99,0
537,2.7582916567884395,94,3
538,2.031095010179599,93,0
539,3.975239237612465,93,0
540,3.5497237314343226,98,1
541,2.4516793049488186,85,1
542,3.4959819777088432,91,0
543,2.7291488432825046,82,4
544,2.4934879893645854,87,4
545,3.1319057319340464,80,1
546,2.0213259072008745,89,3
547,3.952947683936088,87,1
548,3.885973065351413,91,4
549,3.5802296032328353,88,2
550,2.1068721383295066,93,4
551,2.149754073661668,84,0
552,3.296546313993037,88,0
553,3.599599131029438,76,3
554,2.108192341756224,81,2
555,3.1273116652914883,75,0
556,3.3981824064741026,95,4
557,2.32720987748454,98,2
558,2.351179301158216,95,0
559,3.8627268925623968,83,2
560,2.8020507971264723,81,1
561,2.549082610217466,98,2
562,2.0911466834909014,79,2
563,2.073790696808956,95,4
564,2.51634829917102,80,4
565,3.2399379717772305,85,0
566,3.210266892576941,96,1
567,2.4509692113513006,81,1
568,3.4851726065710045,91,2
569,2.9223714015746403,77,2
570,3.598734075532227,87,1
571,3.848745708797253,75,0
572,2.4746614919942855,97,2
573,2.8966362608581635,93,3
574,2.1063796687393768,91,4
575,3.52537829591838,82,4
576,2.6451608172156837,83,1
577,3.3024276272501334,97,4
578,2.762299291092971,78,0
579,2.2850934548814323,86,4
580,2.0141192084347166,80,0
581,3.280715350859795,85,1
582,3.8686743782315505,85,0
583,3.807092962803968,76,1
584,3.881082832341777,81,0
585,3.37616394387776,80,3
586,2.858310243128896,78,1
587,3.052849961455901,90,1
588,3.452454992359759,77,2
589,2.5975137855321027,80,0
590,2.3831481770657637,82,1
591,2.1357238085234185,98,0
592,2.953403827090531,89,1
593,2.1831711121153834,89,0
594,2.920518419084371,98,1
595,3.625627905855996,99,3
596,2.3060462195745783,94,2
597,2.2411104835495697,98,2
598,2.490864160981762,83,4
599,2.1665040614542157,75,3
600,2.729079833809899,84,0
601,3.2176954264589357,93,3
602,2.9442072595211917,99,0
603,3.4406472694490837,78,1
604,2.240498291280179,87,2
605,2.680623212556873,77,4
606,2.8338952156640094,81,3
607,2.9193864395183238,76,2
608,2.137384565192206,97,3
609,2.1284419711134106,83,2
610,2.168921121128597,97,2
611,2.280742459626902,80,2
612,2.000872028614399,91,3
613,2.6038102394810023,89,0
614,2.8227336482217487,93,4
615,3.0974105110791035,94,2
616,2.0547087924418315,83,3
617,2.890018177779785,97,0
618,3.8760723735840084,95,2
619,3.50252562573206,81,0
620,2.6422500352228178,90,0
621,3.0524771577996814,78,1
622,3.3972177502493714,82,1
623,2.3089862319089294,95,4
624,2.1442576943344793,80,3
625,3.23782392002499,84,0
626,3.4740391658304395,81,0
627,3.0284111583542614,87,3
628,3.3908715888294827,95,2
629,3.438005595656194,79,3
630,3.288173699432444,79,4
631,3.8733156455807176,83,4
632,3.072087383013064,75,4
633,2.1138974972702327,85,3
634,3.1303359769655184,78,3
635,3.2787780462460976,98,1
636,2.681569062948759,94,2
637,2.9455533430791645,79,1
638,3.5409854547164423,78,4
639,3.437682491094977,82,3
640,2.3552171056222706,79,4
641,2.475892736042101,80,3
642,3.1412936679459245,83,1
643,2.7807329503049374,82,2
644,3.5009797636327713,77,2
645,2.2025884330688745,75,2
646,2.6511920807532388,96,1
647,2.7352916404801704,92,1
648,2.86131606212091,80,3
649,3.5326547869620586,82,4
650,2.036978226274363,75,1
651,2.2892076924120612,78,4
652,3.1023748416025234,98,4
653,2.9735309391458555,84,4
654,3.9029503457489403,91,4
655,2.1116936252987775,96,0
656,2.593028855507682,92,0
657,3.5557305691496888,85,0
658,3.92272790360379,76,4
659,3.9884817948681106,92,2
660,2.583391869301807,95,0
661,3.1913129080589986,93,2
662,3.9155161786506625,77,0
663,3.9545131944086633,97,0
664,2.2356364685678933,93,4
665,2.708876103446464,94,0
666,3.467250252717629,81,3
667,3.1180298161278825,76,2
668,3.1522295678392904,77,2
669,2.861139993631927,82,3
670,3.688572952630068,82,4
671,2.1289787753284513,77,3
672,2.458463911860229,81,2
673,3.406270394946649,77,3
674,3.638665393424815,95,0
675,3.9413203678859876,93,1
676,2.592197947881096,79,0
677,2.440661918840011,92,4
678,2.5167946812064974,86,4
679,2.4986595965824225,84,3
680,2.953453840198522,77,0
681,2.567461003477435,85,3
682,2.27846215031402,99,1
683,2.107342869328682,75,0
684,2.5116582705256745,94,0
685,3.635028185247954,86,4
686,3.6890649590979363,76,1
687,3.1820868658005503,76,1
688,2.7914275232252863,83,4
689,2.5328961899188007,79,0
690,2.0788778772469443,98,1
691,3.9807562430155974,95,2
692,2.763429041538708,79,1
693,2.7458439090204,81,4
694,2.7948761832443414,75,1
695,3.553635812132754,90,1
696,3.3167666411684964,81,4
697,3.8864948628671785,87,4
698,2.149134931968674,87,2
699,3.9217334078707666,78,0
700,3.179016104326913,96,2
701,3.8588669506772915,92,2
702,3.5278942757571468,85,0
703,3.97265428787813,92,0
704,2.4259787917445923,98,4
705,3.0413482400240834,88,3
706,3.8772480157923868,86,1
707,2.2750200011484,83,2
708,3.5600623390523616,87,4
709,3.827911928123764,82,1
710,2.749876493136256,84,3
711,2.886124481798023,79,3
712,3.6641085165025755,86,3
713,3.1328256475887515,75,0
714,2.957013341018281,93,4
715,2.5481372291816613,86,1
716,3.0722329208525734,92,0
717,2.7517491481450764,89,2
718,2.942252536397335,78,2
719,3.7002336621674248,83,3
720,3.691160326511046,83,0
721,2.041991355178254,83,0
722,3.0917148683343454,83,2
723,3.9014623836811593,87,3
724,2.892062362408482,93,3
725,2.2208169736812753,93,1
726,2.0225612053513293,81,4
727,2.8163142261164764,98,4
728,3.7538559231638358,80,1
729,3.7854437379716623,76,2
730,3.3233227087522383,84,3
731,3.9059009331012455,79,2
732,2.144523669324411,98,2
733,2.7409883349962607,81,0
734,3.585266889441871,86,3
735,3.6797566153375634,85,3
736,2.182987277805788,81,3
737,3.1743075525817592,97,0
738,3.3322604163374443,81,2
739,2.44379501655641,78,1
740,2.0667000042180774,77,0
741,2.0414237075680943,77,2
742,2.7179993893938246,90,4
743,2.254929363432481,84,0
744,3.142433978587249,97,1
745,2.499941210614143,75,4
746,2.676203162852367,76,0
747,2.6891624284997704,83,4
748,3.8626119657970674,77,2
749,3.723165162415809,83,2
750,3.2975269904003257,89,2
751,2.313972597153556,94,2
752,2.153902144487516,81,2
753,2.711404989517054,78,1
754,3.1421797954082846,90,1
755,3.4499785958645734,77,3
756,2.048043921241616,88,0
757,2.3895798628080662,94,1
758,2.8768748439376255,78,4
759,2.7192332219259603,80,1
760,2.9165740736451777,88,4
761,2.6547885802067777,77,2
762,3.175721692390821,98,0
763,3.731987914008803,91,0
764,2.1638415710068717,81,2
765,2.585978737671958,90,3
766,2.5326586765875696,89,3
767,3.088270110879406,99,4
768,3.784416164802791,81,0
769,3.639825411744459,98,1
770,3.805110451480225,97,3
771,2.4250543695274,85,1
772,2.6870973617340317,91,3
773,2.550957618008363,78,4
774,3.0918303698881964,89,0
775,3.342348537006659,84,1
776,2.8307641604255704,86,4
777,2.615484921645553,98,1
778,3.263859290369984,96,0
779,2.9966825526444807,81,4
780,3.6574406430803768,95,0
781,2.1078870294977783,92,0
782,3.4721443087981285,90,2
783,3.3855258716507555,83,0
784,3.733399914093768,79,3
785,3.6898957638303376,93,3
786,2.3006106707395344,95,1
787,3.282656986548754,99,0
788,3.2082805258603244,99,4
789,3.3888143594735887,98,1
790,3.9625534318004196,95,2
791,2.218855735783987,92,0
792,3.2584625352988104,97,1
793,3.1937972564561017,77,1
794,2.014934977619477,84,0
795,3.3173014997522174,97,0
796,2.994317052971188,99,4
797,3.5459822796269016,82,3
798,3.5104748364600615,90,2
799,2.087312242451813,94,0
800,3.560823545946814,80,0
801,3.794409997654026,76,3
802,3.2640116620866597,98,0
803,3.7384190980058247,78,3
804,2.4162790005141206,89,3
805,3.802054402884121,79,3
806,3.871772376419287,99,0
807,2.5696189622419174,96,4
808,2.690733364717374,89,4
809,3.4218177215900814,82,0
810,2.6721373392870804,81,3
811,3.979002687714856,84,3
812,2.576392242467967,86,4
813,2.0577453274099993,90,1
814,3.6352581461205684,77,2
815,2.0865941550999336,97,3
816,3.9485195709786187,76,0
817,3.199911928546112,77,4
818,2.8786056911659483,76,1
819,3.4651562577664334,99,2
820,3.4316740189909565,86,0
821,2.7770482857603715,83,1
822,2.4278816090474074,77,3
823,3.6898276958376384,84,0
824,3.8439508600194494,90,4
825,3.9897217608913413,98,0
826,2.7264882201949145,76,0
827,3.15385162774919,76,1
828,3.9621058604145025,93,1
829,2.824939317544465,85,3
830,3.580973784366776,98,4
831,3.879512532358432,92,4
832,2.37092106266061,90,4
833,3.449127036733295,99,2
834,3.405839511150484,95,4
835,2.7779148915547993,93,0
836,3.9619971578584225,82,0
837,3.7336709149667335,81,0
838,3.988545641473271,92,2
839,3.1001490980031003,82,0
840,2.444311750486786,86,1
841,2.5586657785758486,93,2
842,3.5830706005650033,78,1
843,2.7232201926224398,95,2
844,2.4299218088414767,87,0
845,3.8437724899016885,75,3
846,2.681937321487487,98,4
847,2.163253203061964,92,4
848,3.133083141463689,80,4
849,3.1004434229475706,95,4
850,2.844638352727369,86,1
851,2.892802213505466,86,4
852,2.4395229088640855,83,4
853,2.5916498313759204,76,3
854,2.9731224008225583,75,1
855,3.9442537624268326,93,4
856,3.960251518483302,76,2
857,2.1743817144172404,94,1
858,3.812739350479239,97,2
859,2.880243978461315,79,1
860,2.9182618482282674,78,4
861,2.7186026995694883,91,0
862,3.7587885488686004,86,1
863,2.914364608883356,96,4
864,2.0113518116743037,87,1
865,3.870729334673735,82,1
866,3.9481955051682673,99,2
867,2.8648153959382334,79,2
868,2.872249765303137,83,3
869,2.035021784324753,91,2
870,2.403572357281486,93,1
871,2.2402387820205867,89,0
872,3.5911116910528063,81,2
873,3.030871117029707,96,2
874,2.5786912374218183,99,0
875,3.8491751071382136,95,3
876,3.292237996350911,81,3
877,3.873302839499744,78,4
878,2.5084808808847523,81,2
879,3.7329438931889714,77,3
880,3.7096508714692398,92,4
881,3.7942619648185527,92,3
882,3.634871793592956,91,0
883,3.612305188421015,76,1
884,3.6980042482929374,93,0
885,3.791910327657419,88,0
886,2.8475139086761194,79,0
887,2.4380136520937894,96,0
888,2.1442459079504887,77,1
889,2.5502679435690805,83,1
890,3.7258492247790667,92,4
891,3.994198495617277,90,3
892,2.8461382026737576,94,2
893,2.9359628968873057,95,1
894,2.7854151356730545,91,3
895,3.1018457076334958,88,4
896,2.9560333963295955,75,3
897,3.3679702866104497,94,2
898,2.5493473028388154,79,0
899,2.8059859630852544,83,2
900,2.8051882199187688,85,2
901,2.637362682622129,95,1
902,3.5964669472308874,89,1
903,3.0805425535298765,78,2
904,3.119986022074775,77,0
905,2.4823085872932946,92,0
906,2.847931242163802,84,1
907,2.6893026333306973,83,0
908,3.815463090209232,92,2
909,2.0756479973891944,76,2
910,2.3500654977754905,82,4
911,3.3210816730307657,76,4
912,3.209989304393945,99,2
913,3.429430006793348,85,2
914,2.090845144388629,86,1
915,3.765119932466281,84,3
916,3.8619399618366748,75,4
917,3.5636781354051177,91,0
918,2.3495216422284635,88,2
919,3.5777543871312227,78,3
920,2.633120377571806,94,3
921,2.3040536837741996,99,4
922,2.162127357740811,94,1
923,2.0943142925753926,97,2
924,3.684662208344717,96,2
925,3.6861632361216135,79,3
926,2.0662814183514397,82,1
927,3.4312576250083504,90,3
928,2.5082084630312553,89,0
929,2.445479024742138,87,0
930,3.1240129475393457,88,2
931,2.915803756227196,86,4
932,2.3783294639483086,88,3
933,2.0113509095346354,78,2
934,2.6450491275978942,82,0
935,2.81085903372541,93,3
936,2.9504414768382476,99,2
937,2.8164125701843057,92,4
938,2.7607602519246353,87,2
939,3.926607188459355,89,0
940,3.839880207833253,91,1
941,2.78241892439466,90,2
942,3.8827858458738316,95,1
943,2.1742420778458635,92,1
944,2.0254534986292896,78,2
945,2.6616668715012883,99,0
946,2.370557854523256,76,1
947,3.408850228810146,87,1
948,3.2525314201624624,76,2
949,3.94895655084739,96,0
950,3.507794042041997,90,3
951,2.789499452601712,95,3
952,2.537667417148782,99,4
953,2.1090512601288776,84,2
954,2.5284474242012207,83,1
955,2.3646346742786726,89,0
956,3.6781715480796353,92,1
957,2.6517117080092927,97,3
